,사업장명,맛,친절,가성비,양,혼밥,청결,인테리어,특별한날,특별한메뉴,단체모임,깨끗한화장실,주차,뷰,신선한재료,넓은매장
694,카우보이치킨,190,115,137,79,4,72,10,4,36,12,5,0,3,85,22
695,창신동 옥천 매운족발,7,3,2,3,0,0,0,0,1,0,0,0,0,2,0
696,온기정 이마트월계점,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,신의혼밥,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0
698,김가네,92,18,31,6,33,1,0,0,3,2,1,0,1,9,3
699,삼수갑산,143,29,21,8,1,8,2,3,5,38,2,0,1,41,28
700,충정각,17,6,1,0,0,3,16,9,2,8,0,0,6,7,4
701,솔찬 제주뒷고기,30,13,6,6,0,4,0,0,5,7,0,0,0,13,1
702,갈매기의꿈,47,13,22,9,0,3,0,0,7,4,0,0,0,6,0
703,이화회관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,해운대 진대구탕?찜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,호남식당,13,3,6,5,5,0,0,0,1,0,0,0,0,5,0
706,어죽맛집 예당,41,15,7,17,9,14,0,0,5,0,0,0,0,12,0
707,클래식,0,79,27,0,0,97,69,0,36,0,10,0,16,0,0
708,봉궁,74,11,18,16,5,4,2,2,8,4,0,0,1,11,11
709,커피파로스 대치점,0,16,45,0,0,8,2,0,11,0,1,0,0,0,0
710,쭈노치킨가게,51,18,28,17,14,2,1,1,19,3,0,0,1,9,3
711,스톤힐,37,16,1,2,0,4,15,23,8,1,7,0,22,6,3
712,가조쿠식당,356,112,106,25,147,41,13,4,97,1,1,0,1,72,1
713,신의주 찹쌀순대,95,25,20,25,24,5,3,2,5,7,2,0,4,16,23
714,덴고꾸,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0
715,이화그릴,18,8,4,3,2,2,2,0,4,2,1,0,0,5,2
716,주은,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0
717,쿠마이누,18,9,4,0,0,3,0,0,3,0,1,0,0,0,0
718,진미 평양냉면,671,105,36,119,40,33,9,13,174,23,5,0,2,121,88
719,제레미20 서초점,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,멀리건,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,체크인,0,0,0,0,0,0,0,0,0,0,25,0,35,0,0
722,봉평골메밀막국수,60,29,12,12,22,7,0,2,13,9,2,0,0,15,14
723,미래식부,12,1,4,5,0,0,1,0,1,0,0,0,0,2,1
724,라이브클럽 리멤버,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,브롱스한양대점,23,12,11,0,0,6,8,0,5,5,5,0,0,0,0
726,하창,7,12,5,0,0,8,8,0,1,1,0,0,0,0,0
727,소문난아구찜,15,8,5,5,1,1,1,0,4,0,0,0,0,5,0
728,금성칡냉면,151,32,24,12,11,6,1,0,3,2,0,0,1,12,1
729,치쥬,11,15,11,1,1,18,12,0,2,0,3,0,3,7,0
730,용호관,20,5,4,0,0,3,12,0,9,1,0,0,0,0,0
731,소매치기206,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1
732,고향밥상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,청미,17,18,6,4,0,6,0,8,1,5,0,0,0,9,8
734,우정식당,10,4,3,3,3,0,0,0,0,1,0,0,0,0,3
735,포크앤라이프,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0
736,순백,0,8,7,0,0,2,0,0,7,0,0,0,0,0,0
737,허브카페,1,3,7,0,0,0,1,0,0,0,0,0,0,0,0
738,쏭식당,13,13,1,2,0,5,0,0,2,1,0,0,0,4,0
739,독도쭈꾸미,33,15,6,3,1,2,0,1,6,0,2,0,0,4,0
740,스타호프,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,소목,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
742,팔광반점,31,13,6,7,10,10,14,0,3,0,0,0,1,9,6
743,조선본갈비,131,57,27,17,14,28,3,3,7,24,6,0,0,44,24
744,송림,79,20,19,21,2,3,0,3,3,12,1,0,2,21,0
745,우리집,6,3,0,1,0,2,0,2,0,0,0,0,0,4,1
746,다담2900,24,14,8,6,7,1,0,0,0,0,0,0,0,12,6
747,알베로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,조씨고기국수,148,31,28,48,54,6,5,3,29,2,0,0,1,25,2
749,전축,8,5,1,0,0,3,8,0,3,0,1,0,0,0,0
750,수산물백화점,31,16,7,5,1,4,0,0,2,6,0,0,0,17,1
751,황제치킨돈까스,8,1,1,3,0,0,0,0,0,1,1,0,0,4,0
752,꿀잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,왕세숫대야냉면,23,12,13,15,10,2,2,0,7,2,1,0,1,9,0
754,본죽&비빔밥cafe,110,35,9,19,36,29,4,2,8,0,0,0,3,16,5
755,샐러데이즈 금천구청역점,37,9,3,9,8,2,4,0,5,0,0,0,0,27,0
756,구르메 버거,14,11,3,2,7,4,2,0,6,0,1,0,0,11,0
757,단당,29,6,4,2,15,8,3,0,14,0,0,0,0,7,0
758,파더스 김밥,42,19,15,2,17,9,0,0,3,0,0,0,1,7,0
759,치킨을사랑한떡볶이,25,10,9,6,0,5,0,0,9,2,4,0,0,4,0
760,깻잎두마리 치킨,28,8,17,11,0,1,0,1,8,0,0,0,0,3,0
761,곱마니,48,20,2,7,0,4,0,2,1,2,0,0,0,10,5
762,콰이,26,5,0,3,0,2,2,1,1,0,0,0,0,11,0
763,제일공간,0,70,13,0,0,33,26,0,28,0,1,0,11,0,0
764,옛날마차,80,38,27,23,1,12,3,8,15,15,6,0,2,42,17
765,우리동네 다이닝룸,7,6,7,3,7,3,0,0,0,0,0,0,0,3,0
766,육곱하기,75,39,17,18,0,11,3,3,13,4,0,0,0,31,0
767,아이,100,64,10,0,0,35,75,0,76,11,6,0,0,0,0
768,셜록,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,무교동가마솥왕족발,28,10,13,2,3,1,1,1,2,1,1,0,1,0,1
770,서오릉피자,135,41,65,20,3,56,9,2,11,1,5,0,3,41,23
771,담소사골순대 굽은다리역점,161,52,49,43,42,21,10,1,11,7,3,0,1,18,57
772,마천루,63,30,6,0,0,13,35,0,30,23,9,0,0,0,0
773,내가 이나라의 국수다 중계점,57,12,11,11,3,10,3,0,4,0,0,0,0,6,10
774,멕시칼리,114,326,122,145,16,195,234,115,437,51,36,0,16,452,269
775,소래포구,44,9,13,3,2,4,1,1,3,2,1,0,0,14,6
776,화이트로빈,0,4,2,0,0,1,1,0,1,0,0,0,0,0,0
777,장금이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,차경,16,11,3,0,0,7,12,0,8,0,3,0,0,0,0
779,왕노가리호프간이역,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
780,주연이네,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0
781,토프레소방학역점,0,19,9,0,0,10,1,0,2,0,0,0,0,0,0
782,원양식당,18,11,5,5,2,2,1,1,1,1,0,0,0,11,0
783,만두향,115,27,21,11,7,7,3,1,6,2,1,0,0,15,1
784,코작,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,종로 고기집,128,321,229,132,54,151,14,23,199,19,31,0,7,596,69
786,술자리,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
787,침사추이,77,23,4,4,4,19,8,12,7,18,6,0,2,13,32
788,이한스시,369,72,191,140,25,44,9,37,46,25,5,0,4,167,12
789,핀즈,0,5,0,0,0,0,4,0,12,0,0,0,0,0,0
790,쏘지족발,4,0,2,1,1,0,0,0,1,0,0,0,0,1,0
791,바다회상,17,12,2,2,2,6,0,0,1,6,2,0,0,8,7
792,하림맥시칸강동점,12,2,1,3,0,0,0,1,2,0,1,0,0,1,0
793,꽃돼지,75,45,10,12,0,16,36,13,43,15,2,0,6,55,15
794,북한산큰숲제빵소,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,족보당,17,6,3,5,0,4,0,1,0,0,0,0,0,6,0
796,다모아호프,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
797,참이슬식당,15,6,3,3,5,3,0,0,0,0,0,0,0,1,0
798,본가순대국,14,3,3,1,3,0,0,0,1,0,0,0,0,1,0
799,명동칼국수,266,60,39,42,44,33,3,3,20,13,10,0,1,45,51
800,어머니순대,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
801,우리밀 손 칼국수,59,21,9,17,11,0,0,0,5,0,1,0,1,14,3
802,장안문,126,55,21,19,6,8,3,1,10,15,1,0,1,13,26
803,연희미가,32,7,8,4,0,7,2,0,0,5,1,0,1,15,3
804,우이동 국수집 소담,55,9,19,17,19,3,1,0,3,0,0,0,1,10,1
805,쌍벌식당,20,6,9,8,3,1,0,0,2,0,1,0,0,6,0
806,남부 전주콩나물국밥,25,8,10,5,9,4,1,0,1,1,0,0,0,11,1
807,소담순대국,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
808,오성아구,22,6,8,15,1,4,0,1,4,5,0,0,1,12,3
809,벗골식당,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
810,빽다방 송파하비오점,0,62,188,0,0,37,7,0,16,0,2,0,2,0,0
811,히어로 홍대2호점,0,33,26,0,0,0,0,0,0,34,6,0,0,0,0
812,을지로골뱅이,58,12,3,0,0,6,0,0,6,11,1,0,0,0,0
813,한성식당,11,6,5,0,0,0,0,0,1,0,0,0,0,0,0
814,전주콩뿌리콩나물국밥,106,30,36,9,23,13,3,1,0,1,4,0,4,16,11
815,바코드,3,9,3,0,0,4,3,0,3,0,0,0,0,0,0
816,커피향깊은한옥,0,29,6,0,0,14,42,0,10,0,8,0,52,0,0
817,아지네,9,3,3,1,2,0,0,0,1,0,0,0,0,2,0
818,맥주아비,28,13,8,0,0,7,8,0,5,3,8,0,0,0,0
819,꿍탈레,115,51,19,22,6,21,39,5,41,4,4,0,11,22,27
820,들향기칼국수 쭈꾸미,23,2,1,5,0,3,1,1,0,1,1,0,0,4,3
821,청계호프,167,67,89,0,0,25,20,0,17,101,10,0,0,0,0
822,모비딕,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
823,통닭마을,40,18,24,5,1,1,0,0,3,3,0,0,0,4,4
824,다락방,18,18,8,5,3,5,0,0,4,6,13,0,0,5,0
825,굽모닝 오리닭 숯불바베큐,8,5,8,3,0,0,0,4,4,3,0,0,0,2,4
826,더 밥상,25,9,8,6,9,3,1,0,2,0,0,0,0,8,0
827,바다와육지,45,16,16,3,4,2,2,2,1,3,0,0,0,12,2
828,BHC,68,27,6,2,2,5,1,2,4,1,0,0,2,5,1
829,마실,92,33,43,24,2,24,4,15,0,43,1,0,0,28,31
830,윌리엄커피,0,17,2,0,0,4,12,0,5,0,2,0,2,0,0
831,비비샐러드,155,46,37,61,49,29,8,1,17,0,0,0,0,113,2
832,컬투치킨,65,21,19,11,3,3,2,0,3,15,1,0,0,7,4
833,한일식당,80,24,15,15,7,13,0,0,6,0,1,0,2,17,0
834,신호닭발 수유점,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0
835,도틔대가,172,76,22,18,2,64,15,7,32,50,15,0,1,58,68
836,큰집닭한마리,139,32,44,44,7,2,0,1,13,2,1,0,0,30,1
837,무브,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,제주생선구이 올래밥상 창동점,14,2,2,4,4,2,1,1,4,0,0,0,0,5,0
839,엄마반찬스,187,111,25,0,0,0,0,0,0,0,0,0,0,70,0
840,모자온달,30,15,5,1,1,8,2,1,2,5,8,0,1,3,11
841,정든닭발,50,22,5,4,2,4,2,2,3,1,1,0,0,4,3
842,와세다야,29,12,4,1,0,7,6,4,14,4,5,0,0,10,5
843,멕시카나 신림점,13,4,5,1,0,2,1,0,0,0,0,0,0,2,0
844,금자식당,27,1,1,0,0,0,0,0,2,0,0,0,0,0,0
845,본죽 우면점,22,17,3,6,9,6,1,0,1,1,0,0,1,7,1
846,열림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,남자식탁,40,24,8,0,0,11,4,0,19,1,5,0,0,0,0
848,맘스터치 월계점,284,68,62,31,49,56,4,0,18,3,8,0,1,66,22
849,언니네 아지트,0,12,2,0,0,6,3,0,7,0,0,0,0,0,0
850,제일식당,9,3,8,7,3,1,0,0,1,0,0,0,0,2,0
851,고기온도,73,34,7,4,1,13,6,6,20,5,4,0,2,30,5
852,거기시켜 덮밥&간식 홍대점,20,1,3,7,0,0,0,0,4,0,0,0,0,3,0
853,성월동화,96,59,16,0,0,26,28,0,35,0,3,0,1,7,0
854,개인카페,0,9,6,0,0,0,9,0,7,0,0,0,1,0,0
855,꽃분이손두부,58,32,19,7,22,13,3,0,7,4,1,0,2,16,1
856,오늘노가리풀자,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0
857,오렌지감자탕,141,59,25,35,18,13,3,1,6,13,8,0,4,25,22
858,컴포즈커피 오금교점,0,37,88,0,0,23,9,0,11,0,0,0,0,0,0
859,핵밥 여의도점,75,19,29,29,33,29,5,1,17,0,2,0,0,16,9
860,남산골,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,인화각,45,31,13,10,4,1,0,0,1,0,0,0,0,3,0
862,영광밥상,6,2,1,2,1,1,0,0,0,0,0,0,0,1,0
863,소문난집,103,68,82,66,0,3,1,1,9,18,0,0,0,27,6
864,한스델리,42,13,29,12,21,13,2,2,5,1,4,0,3,5,9
865,여름연못,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,돼야지,23,13,5,7,0,0,0,0,0,4,2,0,0,9,0
867,나주식당,13,4,2,4,4,0,0,0,0,0,0,0,0,2,0
868,토담골,31,7,3,3,1,1,0,0,0,0,0,0,0,5,0
869,토마토김밥,128,38,53,18,56,26,3,1,5,1,1,0,3,17,14
870,강동포차,1,6,8,0,0,0,0,0,1,2,0,0,0,0,0
871,푸루빌,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,전설의짬뽕,198,27,21,28,26,28,3,2,15,1,0,0,0,26,11
873,경성양꼬치,110,43,9,13,3,22,1,6,19,19,10,0,3,25,43
874,해어화호프,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,호식이 두마리치킨,12,4,3,4,1,1,0,0,0,1,0,0,0,2,0
876,비어바나,171,52,30,0,0,27,100,0,61,23,12,0,0,0,0
877,제일어버이순대,106,31,14,20,19,16,0,0,10,2,0,0,0,22,7
878,파전나라,69,18,33,23,4,5,1,2,1,0,3,0,1,17,2
879,강남반점,54,6,17,20,11,2,0,0,4,0,0,0,0,8,0
880,교촌치킨 천호1호점,59,4,6,4,0,6,2,0,2,2,0,0,0,7,1
881,버들골,37,20,17,0,0,4,1,0,4,1,1,0,0,0,0
882,달강,0,4,3,0,0,1,21,0,7,0,1,0,20,0,0
883,비비큐치킨,59,14,2,4,2,3,0,1,1,0,0,0,0,7,0
884,호호국수,37,13,24,18,13,8,0,0,1,0,1,0,1,12,1
885,월계철판곱창,23,4,2,3,1,0,0,0,1,2,0,0,0,1,0
886,쉴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,오늘와인한잔 서울대역1번출구점,27,8,23,0,0,3,6,0,5,0,0,0,0,0,0
888,60년전통신촌황소곱창,30,3,2,4,0,1,0,0,5,3,0,0,0,4,0
889,아리랑 개성 손만두,120,30,20,12,3,20,3,2,4,8,1,0,1,26,28
890,우리네,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,써니,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
892,파운드로컬,39,16,2,0,0,7,22,0,11,2,5,0,0,0,0
893,월하식당,27,8,7,5,0,1,0,0,8,2,2,0,0,11,3
894,피자몰신촌점,132,12,90,30,22,9,3,6,15,12,11,0,0,20,46
895,통통닭,14,2,3,0,1,0,0,0,3,0,0,0,1,1,0
896,밥상조합,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,생각나는집,35,15,6,8,9,3,0,1,1,0,0,0,0,4,0
898,구도로통닭 노원점,3,2,0,2,0,0,0,0,1,0,0,0,0,1,0
899,빠숑,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
900,배달삼겹 맛있으면돼지,23,1,5,2,3,0,1,0,1,0,0,0,0,2,0
901,현미식당,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0
902,모이자,32,9,20,7,3,0,0,1,3,4,1,0,0,7,3
903,홍콩반점0410 까치산역점,108,23,25,13,17,5,0,0,6,0,1,0,0,17,2
904,세광양대창용산점,107,51,11,5,0,13,10,3,12,6,5,0,0,18,10
905,아키타,6,0,2,0,0,1,1,0,2,0,0,0,0,0,0
906,꿀쌈함흥면옥,68,15,11,16,14,7,2,0,3,1,1,0,0,12,5
907,가츠라,270,83,56,50,44,63,5,5,18,5,9,0,2,41,77
908,빨간상 김치찌개,6,1,1,2,3,1,0,0,1,1,0,0,0,0,1
909,엽기떡볶이,164,29,12,25,4,7,1,2,11,1,0,0,1,9,20
910,투썸플레이스 송파CGV점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,푸라닭 논현점,17,3,1,4,2,0,1,0,3,0,0,0,0,4,0
912,커피디지 합정점,0,19,17,0,0,9,3,0,4,0,0,0,0,0,0
913,나팔,179,110,40,9,2,61,116,42,54,13,14,0,47,88,61
914,오춘자비어 사가정역점,2,1,6,0,0,0,0,0,1,0,0,0,0,0,0
915,장우왕족발,19,6,14,7,2,1,0,0,3,0,0,0,0,5,3
916,찬스호프,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0
917,문래돼지불백 가산점,87,30,24,13,13,12,3,0,4,1,2,0,0,22,0
918,영재식당,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,영금이네보신탕,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
920,울엄마김밥,49,12,16,12,31,12,1,0,3,1,1,0,1,11,2
921,명품김밥,57,18,23,9,13,6,0,0,1,0,0,0,0,10,1
922,가마로강정 가재울사거리점,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,경상도 할머니집,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,우리할매 떡볶이 용산점,68,17,16,10,10,7,0,0,11,0,1,0,0,9,0
925,이모맛집,3,4,2,1,0,1,0,0,1,0,0,0,0,2,1
926,서민닭갈비서민곱창,25,12,8,8,0,1,0,0,0,2,0,0,0,4,6
927,리원,64,10,17,13,4,6,1,0,5,12,0,0,0,11,7
928,밸리 커피집,0,28,61,0,0,31,9,0,14,0,0,0,5,0,0
929,꾸미,43,16,12,13,7,11,1,2,5,2,1,0,2,22,2
930,송화의카페,0,12,3,0,0,6,4,0,11,0,0,0,1,0,0
931,깜장김밥,116,25,70,41,24,1,0,0,8,0,0,0,0,17,1
932,에이비카페 abcafe,0,133,21,0,0,116,541,0,87,0,51,0,80,0,0
933,송빠,15,18,5,0,0,9,9,0,6,1,3,0,0,0,0
934,오로라F&B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,십원집,68,27,21,15,8,2,0,1,8,8,1,0,0,11,4
936,바다사랑 회포차,10,7,3,0,0,0,0,0,2,0,0,0,0,0,0
937,기절떡풍,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
938,대찬횟집,80,28,46,15,6,5,0,5,5,10,1,0,0,30,4
939,르쁘띠푸,0,60,14,0,0,22,26,0,85,0,1,0,3,0,0
940,JVL부대찌개 가산디지털역점,66,21,25,18,27,4,0,0,10,4,2,0,0,11,2
941,도쿄화로,50,20,12,0,0,3,12,0,14,4,2,0,0,0,0
942,종가집,139,44,11,31,0,9,1,4,22,23,6,0,2,33,14
943,돈꼬불,68,36,11,7,1,8,11,1,30,9,6,0,0,11,7
944,으뜸한방통닭바베큐,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0
945,굽네치킨 종각역점,44,8,0,3,0,2,3,0,2,6,0,0,0,3,10
946,스포빠,46,30,6,2,2,15,26,2,20,2,12,0,0,8,2
947,순창집,11,2,4,1,2,0,0,0,0,0,1,0,0,0,1
948,3일한우국밥 논현직영점,43,10,8,8,14,8,0,1,2,0,1,0,0,15,1
949,탄,122,20,15,20,20,6,3,1,9,1,1,0,2,11,10
950,김호권의 청년어부 양재점,58,18,37,4,6,13,1,0,5,0,1,0,0,23,0
951,통닭연구소,41,14,26,3,1,2,1,1,6,0,1,0,1,10,0
952,럭키클라우드,0,20,0,0,0,12,0,0,0,0,0,0,0,0,2
953,올웨이즈 어거스트,0,5,1,0,0,1,11,0,2,0,0,0,0,0,0
954,이모네,61,34,14,25,0,19,4,0,3,1,4,0,1,16,2
955,맛있는 찌게마을,166,32,53,43,5,5,0,3,2,11,1,0,1,18,14
956,초록밭,104,73,9,30,48,61,15,4,52,1,4,0,2,108,5
957,군산찜,227,57,23,36,3,12,3,5,13,10,3,0,2,67,5
958,오픈더그린,24,8,8,7,13,8,13,0,0,0,1,0,0,22,1
959,풍성갈비집,4,0,2,2,0,0,0,0,2,0,0,0,0,0,0
960,로그,65,41,0,0,5,34,58,5,25,2,12,0,4,24,32
961,아디스아바바,0,9,1,0,0,2,17,0,5,0,0,0,1,0,0
962,계수나무,5,6,3,0,0,0,0,0,0,1,0,0,0,0,0
963,홍금식당,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
964,미림산장,168,33,18,34,2,4,6,30,21,75,7,0,93,25,49
965,우정마라탕 오목교역점,37,10,7,9,4,11,0,0,1,0,0,0,1,14,0
966,마포차돌박이,70,56,59,12,0,26,5,2,9,25,21,0,0,42,4
967,루플레르&플라워카페 루,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
968,보리통,9,3,3,0,0,0,0,0,0,2,0,0,0,0,0
969,월선네,68,36,7,18,3,7,0,1,3,9,0,0,0,10,12
970,크림호프,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0
971,소문난곱창,29,14,11,12,0,2,4,3,3,2,0,0,0,7,1
972,김우리식당,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,연신내 김밥,148,51,54,25,32,4,2,0,8,0,0,0,2,29,2
974,꽃담식당,58,24,37,10,23,5,1,0,2,1,0,0,0,5,1
975,은행나무식당,22,5,2,2,2,1,0,2,0,0,2,0,0,1,1
976,제이바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,하노이 시티,5,0,3,3,1,0,0,1,3,0,1,0,0,3,0
978,한사바리,39,27,15,0,0,6,2,0,10,1,1,0,0,0,0
979,스시꽃피다,56,20,23,2,16,12,2,1,15,0,1,0,1,26,0
980,대파양곱창,34,15,7,5,0,2,1,1,12,2,2,0,1,14,1
981,대상해,47,34,8,13,0,15,2,9,7,14,7,0,13,19,12
982,도도회,6,4,5,3,0,0,0,0,0,0,0,0,0,4,0
983,맥주뚜껑,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
984,비엔나커피하우스서울숲역점,0,38,8,0,0,32,24,0,10,0,10,0,11,0,0
985,비스트로피자영등포1호점,51,9,13,4,3,4,2,0,4,0,0,0,0,9,2
986,미스터 카스테라 명일점,0,4,0,0,0,2,0,0,2,0,0,0,1,0,0
987,시골장터,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,로쏘파스타,98,48,27,21,15,29,16,7,10,1,1,0,0,42,3
989,이우,54,16,4,1,1,13,17,6,8,18,5,0,3,16,21
990,골든커피로스터스,0,26,20,0,0,34,12,0,14,0,7,0,5,0,0
991,엔칙스상암,12,7,9,6,1,3,4,1,3,2,0,0,0,3,2
992,투다리,57,38,10,0,0,8,2,0,6,5,14,0,0,0,0
993,구영회 참치앤초밥,127,51,21,19,16,23,40,4,8,4,3,0,14,51,17
994,커피홀 촬영소사거리점,0,56,20,0,0,52,35,0,9,0,18,0,6,0,0
995,동네횟집,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
996,굽네치킨 미아1호점,36,5,4,4,0,2,0,0,4,1,0,0,0,6,2
997,홍능갈비,16,0,1,2,1,1,0,0,1,0,0,0,1,3,1
998,진순자계란말이김밥,37,16,8,6,9,5,0,0,8,0,0,0,0,4,0
999,돈까스아찌,140,10,35,35,16,3,5,0,14,1,3,0,1,32,11
1000,옥이네 실내포차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,한우식당,31,6,1,0,0,3,0,5,3,6,2,0,0,9,0
1002,순수해장,31,10,1,5,2,6,1,0,5,0,0,0,0,10,3
1003,백반식당,117,48,24,77,13,20,3,4,24,1,2,0,2,17,26
1004,더 치킨맨,71,29,54,8,4,17,2,0,2,0,1,0,1,17,0
1005,알라딘의양고기,33,8,3,2,0,0,0,5,14,8,1,0,0,8,0
1006,한강집생태,152,35,0,4,2,25,5,4,11,8,6,0,1,45,22
1007,1970새마을포차 신림역점,12,1,4,0,0,3,0,0,1,4,0,0,0,0,0
1008,교촌치킨오목교점,73,12,6,3,3,5,2,0,5,1,0,0,0,6,2
1009,홍대한신포차,132,24,30,0,0,2,2,0,8,19,4,0,0,0,0
1010,한티옥,113,38,10,18,18,34,8,3,13,2,4,0,0,23,21
1011,재우,32,10,5,4,2,4,3,1,1,6,0,0,0,8,2
1012,어부네,37,18,10,7,5,4,1,0,7,4,0,0,0,13,1
1013,청담이상 마곡나루역점,40,18,1,0,0,12,26,0,6,8,2,0,0,0,0
1014,원당감자탕,149,42,34,32,27,9,2,1,6,19,4,0,1,17,39
1015,싱싱 연신내 횟집,64,22,22,12,1,7,1,1,8,12,2,0,1,30,18
1016,생라면세대,22,14,12,7,9,3,0,1,5,0,0,0,0,3,0
1017,백경식당,58,17,8,4,6,1,1,2,3,1,0,0,1,5,1
1018,호남식당,10,4,1,2,2,0,0,0,2,0,0,0,1,3,1
1019,울 만두,119,31,32,7,10,4,1,3,11,0,3,0,0,18,0
1020,시골밥상,13,3,4,5,7,3,2,0,0,0,0,0,0,6,1
1021,태인의 아지트,22,15,7,5,2,3,5,2,13,9,0,0,4,14,1
1022,이담,18,5,0,0,0,1,1,0,3,0,1,0,1,2,0
1023,맛있는집소풍,18,3,3,0,10,2,0,0,0,0,0,0,0,1,1
1024,마시리,11,7,1,5,0,0,0,1,5,1,0,0,0,6,0
1025,생활맥주,22,11,7,0,0,5,2,0,0,2,2,0,0,0,0
1026,참이맛감자탕 마곡나루역점,135,34,43,45,25,33,1,0,4,14,4,0,7,14,50
1027,마구로슈토,32,15,2,8,0,5,7,9,12,4,0,0,1,13,2
1028,이태리면가게 영등포,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0
1029,황토방,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1030,곰돌이포차,44,10,15,0,0,1,0,0,7,0,1,0,0,0,0
1031,김밥천국,129,32,77,47,58,6,0,2,12,0,0,0,0,7,3
1032,돈보네,104,21,18,17,21,8,1,2,12,3,1,0,0,21,5
1033,콘서트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,스텐딩 스테이크 미아점,7,0,1,5,1,0,0,0,0,0,0,0,0,5,0
1035,지성식당,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1036,아모르파티,0,10,2,0,0,1,0,0,4,0,0,0,0,0,0
1037,덕성각,112,18,23,16,23,3,0,1,8,2,0,0,0,7,0
1038,한돌참치,31,15,16,5,6,2,0,2,5,0,0,0,0,12,0
1039,광화문설렁탕,64,48,18,13,25,34,0,0,3,7,5,0,0,11,25
1040,해바라기 정육식당,76,22,27,16,2,9,0,4,5,5,0,0,1,23,12
1041,암소와 꽃돼지,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1042,푸드카페,101,44,91,11,52,6,2,1,4,0,0,0,2,9,10
1043,발리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,조마루 감자탕,141,34,24,32,10,9,3,1,10,12,2,0,0,19,22
